Modèle,Variable,RMSE,RE,RPD
IPA,adf,3.590421676635742,0.1080424059038978,2.7809135880996525
IPA,adl,2.8758602142333984,0.261855081887936,2.7007897479710703
IPA,cf,2.9096529483795166,0.1010018129613114,3.145196092307054
IPA,cp,1.0832971334457395,0.0950872884854932,4.293962878187258
IPA,dmdcell,4.975809097290039,0.093356830756282,3.327931623923219
IPA,ndf,3.7890405654907227,0.0719396126419224,3.5816302926863526
