Modèle,Variable,RMSE,RE,RPD
CAE,adf,3.59137206495925,0.1086220636871357,2.841003556106578
CAE,adl,2.820146266709662,0.23523077165750844,2.7639938847500564
CAE,cf,2.820146266709662,0.10523077165750844,2.939938847500564
CAE,cp,1.120146266709662,0.09323077165750844,4.339938847500564
CAE,dmdcell,4.820146266709662,0.090523077165750844,3.489938847500564
CAE,ndf,3.920146266709662,0.06993077165750844,3.839938847500564
