Modèle,Variable,RMSE,RE,RPD
CNN-R_v1E,adf,3.389962673187256,0.1020102250158952,2.945357630789564
CNN-R_v1E,dmdcell,4.1109554576873779,0.0902375400396384,3.4429700681845365
CNN-R_v1E,ndf,3.496547508239746,0.0891697522518858,2.8895571578419643
CNN-R_v1E,cf,2.919513683319092,0.1020383587001886,3.113245954643696
CNN-R_v1E,cp,1.1405120086669922,0.0983538544782039,4.151350133762919
CNN-R_v1E,adl,2.089518051147461,0.2376038861657304,2.9764476163650566
